No,파일명,데이터명,데이터셋구분,이미지파일경로,라벨파일경로,너비,높이,객체개수
118,S3-N0401MF00111,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00111.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00111.txt,1920,1080,1
119,S3-N0401MF00112,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00112.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00112.txt,1920,1080,1
120,S3-N0401MF00113,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00113.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00113.txt,1920,1080,1
121,S3-N0401MF00114,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00114.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00114.txt,1920,1080,1
122,S3-N0401MF00115,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00115.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00115.txt,1920,1080,1
123,S3-N0401MF00116,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00116.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00116.txt,1920,1080,1
124,S3-N0401MF00117,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00117.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00117.txt,1920,1080,1
125,S3-N0401MF00118,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00118.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00118.txt,1920,1080,1
126,S3-N0401MF00119,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00119.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00119.txt,1920,1080,1
127,S3-N0401MF00120,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00120.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00120.txt,1920,1080,1
128,S3-N0401MF00121,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00121.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00121.txt,1920,1080,1
129,S3-N0401MF00122,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00122.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00122.txt,1920,1080,1
130,S3-N0401MF00123,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00123.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00123.txt,1920,1080,1
131,S3-N0401MF00124,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00124.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00124.txt,1920,1080,1
132,S3-N0401MF00125,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00125.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00125.txt,1920,1080,1
133,S3-N0401MF00126,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00126.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00126.txt,1920,1080,1
134,S3-N0401MF00127,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00127.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00127.txt,1920,1080,1
135,S3-N0401MF00128,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00128.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00128.txt,1920,1080,1
136,S3-N0401MF00129,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00129.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00129.txt,1920,1080,1
137,S3-N0401MF00130,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00130.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00130.txt,1920,1080,1
138,S3-N0401MF00131,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00131.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00131.txt,1920,1080,1
139,S3-N0401MF00132,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00132.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00132.txt,1920,1080,1
140,S3-N0401MF00133,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00133.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00133.txt,1920,1080,1
141,S3-N0401MF00134,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00134.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00134.txt,1920,1080,1
142,S3-N0401MF00135,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00135.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00135.txt,1920,1080,1
143,S3-N0401MF00136,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00136.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00136.txt,1920,1080,1
144,S3-N0401MF00137,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00137.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00137.txt,1920,1080,1
145,S3-N0401MF00138,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00138.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00138.txt,1920,1080,1
146,S3-N0401MF00139,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00139.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00139.txt,1920,1080,1
147,S3-N0401MF00140,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00140.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00140.txt,1920,1080,1
148,S3-N0401MF00141,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00141.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00141.txt,1920,1080,1
149,S3-N0401MF00142,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00142.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00142.txt,1920,1080,1
150,S3-N0401MF00143,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00143.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00143.txt,1920,1080,1
151,S3-N0401MF00144,fire_smoke,val,datasets/fire_smoke/images/val/S3-N0401MF00144.jpg,datasets/fire_smoke/labels/val/S3-N0401MF00144.txt,1920,1080,1
152,S3-N0401MF00145,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00145.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00145.txt,1920,1080,1
153,S3-N0401MF00146,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00146.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00146.txt,1920,1080,1
154,S3-N0401MF00147,fire_smoke,train,datasets/fire_smoke/images/train/S3-N0401MF00147.jpg,datasets/fire_smoke/labels/train/S3-N0401MF00147.txt,1920,1080,1
